date,source,visit,goal_completed,bounce
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,1,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,1,0
2024-06-04,YouTube,1,1,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,1,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,1,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,1,0
2024-06-04,YouTube,1,1,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,1,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,1,0
2024-06-04,YouTube,1,1,1
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,1,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,1,1
2024-06-04,YouTube,1,1,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,1,0
2024-06-04,YouTube,1,0,1
2024-06-04,YouTube,1,0,0
2024-06-04,YouTube,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,1,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,1,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,1,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,1,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,1,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,1,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,1,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,1,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,1,1
2024-06-04,Telegram,1,1,0
2024-06-04,Telegram,1,1,0
2024-06-04,Telegram,1,1,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,1,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,1,1
2024-06-04,Telegram,1,1,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,1,1
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,1,1
2024-06-04,Telegram,1,1,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,1,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,1,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,1,1
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,1,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,1,0
2024-06-04,Telegram,1,1,1
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,1,0
2024-06-04,Telegram,1,0,1
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,0,0
2024-06-04,Telegram,1,1,1
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,1,1
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,1,0
2024-06-04,Direct,1,1,1
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,1,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,1,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,1,0
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,1,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,1,1
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,1,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,1,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,1,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,1,1
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,1
2024-06-04,Direct,1,0,0
2024-06-04,Direct,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,1,1
2024-06-05,Instagram,1,1,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,1,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,1,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,1,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,1,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,1,1
2024-06-05,Instagram,1,1,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,1,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,1,1
2024-06-05,Instagram,1,1,0
2024-06-05,Instagram,1,1,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,1,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,1,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,1,0
2024-06-05,Instagram,1,1,0
2024-06-05,Instagram,1,1,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,1,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,1,0
2024-06-05,Instagram,1,1,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,1,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,1,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,1,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,1,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,1,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,1,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,1,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,1,1
2024-06-05,Instagram,1,1,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,1,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,1,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,1,0
2024-06-05,Instagram,1,1,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,1,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,1,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,1,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,1,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,1
2024-06-05,Instagram,1,0,0
2024-06-05,Instagram,1,0,1
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,1,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,1,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,1,1
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,1,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,1,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,1,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,1,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,1,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,1,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,1,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,1,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,1,0
2024-06-05,YouTube,1,1,1
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,1,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,1,0
2024-06-05,YouTube,1,1,1
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,1,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,1,0
2024-06-05,YouTube,1,1,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,1,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,1,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,1,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,1,1
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,1,1
2024-06-05,YouTube,1,1,1
2024-06-05,YouTube,1,1,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,1
2024-06-05,YouTube,1,0,0
2024-06-05,YouTube,1,1,0
2024-06-05,YouTube,1,0,0
2024-06-05,Telegram,1,0,0
2024-06-05,Telegram,1,0,0
2024-06-05,Telegram,1,0,0
2024-06-05,Telegram,1,0,1
2024-06-05,Telegram,1,0,0
2024-06-05,Telegram,1,0,0
2024-06-05,Telegram,1,0,1
2024-06-05,Telegram,1,1,1
2024-06-05,Telegram,1,0,0
2024-06-05,Telegram,1,0,0
2024-06-05,Telegram,1,0,0
2024-06-05,Telegram,1,1,1
2024-06-05,Telegram,1,0,1
2024-06-05,Telegram,1,0,1
2024-06-05,Telegram,1,0,0
2024-06-05,Telegram,1,0,1
2024-06-05,Telegram,1,0,0
2024-06-05,Telegram,1,0,1
2024-06-05,Telegram,1,0,1
